"","n","Date","Course","Horse","Stake","Result","Result_comment","Price_taken","sp","win_total","pl_total","bet_profit_loss","running_profit_loss","cumulative_stake","win_percent_strike","profit_loss_percent_strike","win_percent_profit","comments","Price_taken_dec","SP_dec"
"327",328,2022-11-05,"Chelmsford","Spacer",100,0,"unpl","11/2","9/2",79,170,-100,16447.6,32800,24.0853658536585,51.8292682926829,50.1451219512195,"Off the boil in the Summer but showed benefit from a break on AW debut, 2nd to a front runner over 7 at Wolves last month. The way he quickly put daylight back to the 3rd ct the eye. Well drawn to race handy he can go close, with the fav the one to beat.
A poor run by any definition, but he failed to get a run when chopped for room against the rail 2 out. He wouldn't have beaten the fav who was following up  a win in the week but once he was baulked he was eased right off.",6.5,5.5
"328",329,2022-11-06,"Naas","Yaxeni",100,3,"3rd","3/1","13/8",79,171,-100,16347.6,32900,24.0121580547112,51.9756838905775,49.6887537993921,"Last turf bet of the year, Yaxeni seeking to repeat a CD win from a couple of weeks ago and no reason why not, top rated, tough and reliable. Was behind Inuit here in the Czesarawitch but didn't get home and is preferred to that one in these conditions.
Too late in the year. Tried to make all and should have been able to that but it looked a case of one too many as the joint favourite cruised past and she ran out of steam. I didn't fancy the winner but the pair of them were well backed.",4,2.6
"329",330,2022-11-07,"Wolves","Visibility",100,0,"unpl","5/1","3/1",79,171,-100,16247.6,33000,23.9393939393939,51.8181818181818,49.2351515151515,"If Visibility doesn't get too far back  he can repeat his CD win from two runs ago when he travelled comfortably and quickened up nicely on the outer. This has a similar shape. Ran just as well when 2nd last time when a steady pace wouldn't have helped.
This is the expected crash on AW. Need to be v wary here. Had the race run as I envisaged it but showed nothing when asked to pick up. The winner came last to first so it was the right pace, just the form evaporating suddenly.",6,4
"330",331,2022-11-08,"Fairyhouse","Dr Val",100,2,"2nd","25ex","16/1",79,172,-100,16147.6,33100,23.8670694864048,51.963746223565,48.7842900302115,"Two at top of mkt will be hard to beat but at this price this may be worth chancing. Stamina laden pedigree, done for pace in a slow race over 20f on hcp debut last time, rallying at the end after racing prominently before rest got away. Extra 3f ought to suit.
So close, raced in first three and was last to crack as the fvourite picked him up after the last. Tremendous effort despite being easy to back. Hard to take when you hit the crossbar like this. Really should be EW but what can you do.",26,17
"331",332,2022-11-09,"Dundalk","Aljady",100,0,"unpl","7/2","3/1",79,172,-100,16047.6,33200,23.7951807228916,51.8072289156626,48.3361445783133,"Other than the fact that he's quickly into a claimer which might raise suspicions, Aljady just looks better than this field at these weights. Second run for new connections after a respectable start on ground that wouldn't have been ideal at the Curragh.
Ran flat, possibly a bounce but more likely the horse has some sort of a problem as the rating was far too good not to be winning a race like this. Turning up in a claimer did ring some alarm bells but I chose to ignore them.",4.5,4
"332",333,2022-11-11,"Wolves","Eternal Halo",100,0,"unpl","5ex","100/30",79,172,-100,15947.6,33300,23.7237237237237,51.6516516516517,47.8906906906907,"Handicapper opened the door wide dropping her 13lb in Summer. Hasn’t taken advantage in three runs since but took a big step forward lto when 2nd after missing the break. Drawn to attack here if she gets out she could be hard to peg back.
Not quick enough to lead and not enough at the end to take advantage of a good pitch turning in. These AW handicaps races are so very very hard and I wonder if I should just draw stumps on it.",6,4.3
"333",334,2022-11-11,"Dundalk","Might And Mercy",100,2,"2nd","9.8ex","13/2",79,173,-100,15847.6,33400,23.6526946107784,51.7964071856287,47.4479041916168,"Won lto over this trip in a higher grade race for fillies. Lightly raced but consistent she is one of three drawn low likely to go forward. Up just 2lb she still has scope against what looks ordinary opposition.
Easy to back but looked all over the winner till caught late by a finisher down the outside. When she drifted I considered switching to the winner who was clear second choice and it's won at a huge price. 18/1. Torrid time.",9.8,7.5
"334",335,2022-11-12,"Wolves","Broughton's Flare",100,3,"3rd","14/1","8/1",79,174,-100,15747.6,33500,23.5820895522388,51.9402985074627,47.0077611940298,"Tends to go well here and has a similar set up to when 2nd for me at a huge price back in February. Travelled well here two runs back, only to get no room from the turn in. A decent pace could see him coming through late. Hopefully his rider has improved.
The worst ride Ive seen in ages. She sat detached, the horse going well. Then gained ground effortlessly (at least with no effor from the saddle) and was gaining hard with the rider motionless. Could, and should have won.",15,9
"335",336,2022-11-12,"Wolves","Porfin",100,0,"unpl","8/1","9/1",79,174,-100,15647.6,33600,23.5119047619048,51.7857142857143,46.5702380952381,"Jockey a concern but is in top form. Well drawn  here, he was only 5th last time but did well in the circumstances having been totally wiped out at the start and racing in last place.
Need to slow down. I simply cant find winners here. Ran no sort of race and again the rider looked weak. Forced wider than ideal but no excuse. Just way below form for no reason.",9,10
"336",337,2022-11-14,"Exeter","Langley Hundred",100,1,"Won*","5/1","4/1",80,175,500,16147.6,33700,23.7388724035608,51.9287833827893,47.9157270029674,"Another inexperienced jockey but at least they all are this time. Price is a bit long for a seemingly progressive one from a top yard  upped in trip and looking in need of a stiffer test. Runner up lto getting better the further he went and may come on for the run.
Needed this but  I though I'd lost it on the nod, but the replay showed the right head was just down on the line. Just her third ride but she wasn't bad to be fair, balanced and tidy and just did enough to hold a persistent challenger.",6,5
"337",338,2022-11-15,"Fakenham","Secret Trix",100,1,"Won*","5/2","7/4",81,176,250,16397.6,33800,23.9644970414201,52.0710059171598,48.5136094674556,"Not the strongest race ever and this horse has been in need of more of a test and now gets it. Doing his best work late at Perth on reappearance finding a 20f speed test against him. Lack of predicted pace on a tight track a concern but distance is distance.
Well backed he was taken back early to avoid some skirmishing and was always going well, looking good on the final lap, but the leader was sticking on and he made him work hard to get past, in the end just getting on top late.",3.5,2.8
"338",339,2022-11-16,"Southwell","Khabib",100,2,"2nd","4/1","6/4",81,177,-100,16297.6,33900,23.8938053097345,52.212389380531,48.0755162241888,"Looked a sprinter to follow when hacking up here 2 runs back. Faded late over Newcastles stiffer five lto and TF suggest that he shouldn't be judged to harshly on that. This is a slightly better race than his win but 4/1 looks a bit of value on that run.
Backed off the boards but it was class that told close home as a higher rated runner who looks like a speed horse that will be far better on AW made all. Mine emerged as the danger and looked sure to win but couldn't get past.",5,2.5
"339",340,2022-11-17,"Clonmel","Landrake",100,1,"Won*","9/2*","9/2",82,178,450,16747.6,34000,24.1176470588235,52.3529411764706,49.2576470588235,"Wary when 365 go big but this one looks hard to pass up on bumper form. Did blow out on last run last year but before that and since, his numbers win this,  3rd at Wexford looking in need of further which he now gets. Unraced DeB runner feared.
Bit of a freebie as the mkt was all wrong. DeB horse backed off the boards but disappointed. Raced in the first two throughout and held off all challengers up the straight for a BOG bonus. It was a point bigger on the exchanges.",5.5,5.5
"340",341,2022-11-18,"Dundalk","Leclerc",100,2,"2nd","10/1","3/1",82,179,-100,16647.6,34100,24.0469208211144,52.4926686217009,48.8199413489736,"Has improved last two runs. Lto over CD he was just touched off for sencond having raced in rear after a switch inside from a wide draw, making good late gains before the effort told. Better drawn tonight he should go close again and price is too big.
He did go close. Backed all day into 3/1 fav but one too good. He raced midfield but on the inside again and made his challenge nearest the far rail which is not what you want here and sure enough the winner came wide and fast.",11,4
"341",342,2022-11-18,"Dundalk","Darkdeserthighway",100,0,"unpl","3/1","5/1",82,179,-100,16547.6,34200,23.9766081871345,52.3391812865497,48.3847953216374,"Up in trip to 10f following a strong finishing second lto after conceding first run looking like this will suit. Looked to have two dangerous opponents but one has come out and with Keane retaining the ride he looks worth a go.
Hideous. Again he switched to race in rear and inside, nearest the far rail and just nothing there when asked. How do these riders not get it that the far side is not the place to be at this track. Winner again late and wide.",4,6
"342",343,2022-11-19,"Lingfield","The Defiant",100,0,"unpl","12.0ex","8/1",82,179,-100,16447.6,34300,23.9067055393586,52.1865889212828,47.9521865889213,"A strong track record & though this is a lift up on mark and grade he's won off here he's generally consistent and one to have onside at the venue. Badly drawn and hcpd by the trip last time at Chelmsford he a has set up here that should enable him to go close.
Too far back early and nothing opened up in front of him as they crowded together. Not to say there was anything there had he got the openings, but not asked to prove that there was. A horrible AW sprint where nothing went right.",12,9
"343",344,2022-11-19,"Wolves","Banbrook Boy",100,0,"unpl","12.5ex","9/1",82,179,-100,16347.6,34400,23.8372093023256,52.0348837209302,47.5220930232558,"A few in form but they tend to be in and out performers and this unexposed one potentially interesting at this price. Couldn't have it on bare form but strong connections clearly thought it was well in on hcp debut as it was all the rage in the mkt.
This one is going to find it hard to win a race. Certainly needs more time and distance as he travelled well off the pace but there was zero response when he was asked to challenge. The market was screaming no but I let it ride.",12.5,10
"344",345,2022-11-20,"Cork","Monishter Are Mwee",100,1,"Won*","6.0ex","7/2",83,180,475,16822.6,34500,24.0579710144928,52.1739130434783,48.7611594202899,"Chasing debutant with graded hdle form who ct the eye on her reappearance last time when travelling well in rear and coming through to challenge before blowing up. The sex allowance favours her and one other that might need fiurther.
Heart attack race. Sat way out  the back jumping poorly. Then made easy progress final circuit and soon in touch, cruising approaching last and dived violently right & lost 6l, looked in trouble, but rallied to get up. 80/1 in running.",6,4.5
"345",346,2022-11-21,"Ludlow","Earth Cry",100,0,"unpl","11/2","4/1",83,180,-100,16722.6,34600,23.9884393063584,52.0231213872832,48.3312138728324,"Fav a classy flat horse I'd want to take on; next in, just best bumper number but failed badly at higher level. This one  a CD bumper winner, who showed speed on debut then defied a penalty showing a blend of speed and stamina next time. Not much to find.
Never got competitive, ridden for pace but it wasn’t there and he's run well below his bumper form. The winner did have the best bumper form, the market knew excatly what would win and I got punished for the departure. Bad bet.",6.5,5
"346",347,2022-11-22,"Limerick","Luimneach",100,1,"Won*","11/2","3/1",84,181,550,17272.6,34700,24.207492795389,52.1613832853026,49.7769452449568,"A desperate race. A JPM runner  with a glimmer of improvement to come. In need of the run when fading out in a Wexford hcp lto, travelling ok into the straight. His best run was nearer todays trip and if fitter here he should be involved.
Green and keen, missed the second last but had been travelling well and regained his momentum to wing the last and pass the leader run in. He looked the scopiest runner pre race, plenty of size and strength about him. Won well.",6.5,4
"347",348,2022-11-22,"Sedgefield","Whodini",100,0,"unpl","100/30","10/11",84,181,-100,17172.6,34800,24.1379310344828,52.0114942528736,49.3465517241379,"Mkt all over this. Took price last night as only two look likely and this one's bumper run lto augured well for fitness and stamina reasons. Either needed run or didn't stay, or both. The return to two miles and better for run should see him go close.
Market suggested this was unbeatable but its rin awful. Led and just sat there to be shot at. UK novice hurdles are totally unfathomable sometimes, and I'm reminded of why I abandoned them. Bumper translations reaarely work.",4.3,1.9
"348",349,2022-11-23,"Dundalk","Elephant John",100,0,"unpl","28/1","10/1",84,181,-100,17072.6,34900,24.0687679083095,51.8624641833811,48.9186246418338,"McCauley usually has Foley on his best one in claimers yet this is etb. Lightly raced, ran off 82, just four off todays top rating in a red hot Curragh hcp on the back of his mdn win. Fav is 2nd best in to EJ's stablemate so reasonable to speculate this is the one.
Mkt sorted itself out with this ending up shortest of McCauleys runners but this wasn't his race. It's run very flat looking slow and laboured. No doubt needs further but that’s no excuse. Way below expectations.",29,11
"349",350,2022-11-24,"Thurles","Irascible",100,0,"unpl","10/1","6/1",84,181,-100,16972.6,35000,24,51.7142857142857,48.4931428571428,"A quality maiden chase  but this HdB chase debutant looks a chaser and has a higher hdls rating than the favourite. There is another slightly higher again and other possibles but HdB's are usually chasers in the making and looks value if fit enough.
The numbers around this horse look hard to believe, although I was quite shocked at how burly he looked pre race. So he might have needed it but didn't really run that way as he was never in it, always looking a bit laboured .",11,7
"350",351,2022-11-26,"Wolves","Beattie Is Back",100,0,"unpl","9/2","7/2",84,181,-100,16872.6,35100,23.9316239316239,51.5669515669516,48.0700854700855,"Hard to resist backing this afther a luckless run at Newcastle, going well till getting no run and seemed to plenty in the tank late in the race. An extra furlong here looks ideal and its not one I'd want to miss out on despite dangers.
Another typical Wolves wipeout. Squeezed on exit, switched inside and behind so curtains, after that he was even widest turning in. Despite the start he wasn't doing much out in th eclear up the home straight.",5.5,4.5
"351",352,2022-11-28,"Wolves","Rattling",100,1,"Won*","15/2*","15/2",85,182,750,17622.6,35200,24.1477272727273,51.7045454545455,50.0642045454545,"Can't stop trying at this horible track as this looks overpriced. Had lots of valid excuses before finally winning over CD and then back to being unfortunate when getting hampered a couple of times lto. Granted a fair run she's in good form and retains scope.
Out sharply to quell any worries about crowding from box 1, racing just off the pace in third, she was going well and got a great split turning for home and ran on well to hold the second, strong to the line. Half point bonus.",8.5,8.5
"352",353,2022-11-29,"Lingfield","Tawtheef",100,0,"unpl","9/2","6/1",85,182,-100,17522.6,35300,24.0793201133144,51.5580736543909,49.6390934844193,"12f on heavy ground wasn't ideal last time and is worth overlooking. He'd previously gone well on his first start since wind surgery when short of room. Not had things go right since a CD win in Spring and has a decent draw with Hector Crouch up.
A huge drifter all day but I let it run as I couldn't fancy the one that was being backed. Raced just off the pace and had every chance had he picked up into the straight but there was nothing there. Not beaten far in second rank of a bunch finish",5.5,7
"353",354,2022-11-30,"Kempton","Ward Castle",100,0,"unpl","7.0ex","4/1",85,182,-100,17422.6,35400,24.0112994350282,51.4124293785311,49.216384180791,"Shown his best form on AW and possible that mark doesn’t fully reflect that. Well backed  second lto in a non hcp, to an improver, clear of the rest. The fav is down in class but showing nothing of late and the next in might not be the most resolute.
Had it between two but the lack of resolution for the danger was a red herring. So frustrating. Ran far to freely and didn't get home,needs dropping in trip.",7,5
"354",355,2022-12-01,"Thurles","Alibaba",100,0,"unpl","100/30","9/4",85,182,-100,17322.6,35500,23.943661971831,51.2676056338028,48.7960563380282,"Top 4 to focus on and I don't fancy the favourite. This horse was legless in a heavy ground bumper at Galway but may prefer this sharp sub 2m on less testing ground. A decent bumper number on debut beats the Elliot danger, who might prefer a stiffer test.
I wouldn’t have found the winner, HdB sneaking in 20/1 second string, but this horse simply doesn’t stay any trip for hurdling. Again he stopped to nothing in the straight. Hcps hardly an option so has so future.",4.3,3.2
"355",356,2022-12-02,"Newcastle","Logo Hunter",100,3,"3rd","3/1","2/1",85,183,-100,17222.6,35600,23.876404494382,51.4044943820225,48.3780898876404,"A good conditions race in which Art Power and this one stand out at the weights with the Irish raider just edging it after adjusting for Art Power's penalty. Came clear with an improving young sprinter last time and this  extra furlong ought not to be an issue.
Neither of the front two won it with Art Power never in it. This had every chance but couldn’t fend off the winner, dropping into third once spent. Playing with very little confidence at the moment.",4,3
"356",357,2022-12-04,"Kelso","Jem In Em",100,2,"2nd","11/4","16/5",85,184,-100,17122.6,35700,23.8095238095238,51.5406162464986,47.9624649859944,"Doing this despite Derek Fox riding, but of the three at the head of the market he has the joint top bumper form which comes from a hot Cheltenham race in which his young rider was outclassed, bullied out of it but staying on with running left.
Wrong one. The other jnt top bumper runner won it after 14 months off for new yd, Irish form trumping Cheltenham. Jem In Em needs further or a stiffer track, a bit outpaced, but stayed on strongly into 2nd about a length down.",3.8,4.2
"357",358,2022-12-06,"Southwell","Silkie Wilkie",100,0,"unpl","4/1","9/2",85,184,-100,17022.6,35800,23.7430167597765,51.3966480446927,47.5491620111732,"",5,5.5
"358",359,2022-12-06,"Tramore","Kingston Kid",100,0,"unpl","11/2","11/2",85,184,-100,16922.6,35900,23.6768802228412,51.2534818941504,47.1381615598886,"",6.5,6.5
"359",360,2022-12-08,"Chelmsford","Excel Power",100,1,"Won*","11/4","11/4",86,185,275,17197.6,36000,23.8888888888889,51.3888888888889,47.7711111111111,"",3.8,3.8
"360",361,2022-12-09,"Dundalk","Circles",100,0,"unpl","11/2","13/2",86,185,-100,17097.6,36100,23.8227146814404,51.2465373961219,47.3617728531856,"Had been threatening to come good but effort flattened out over a mile last time when challenging towards far side. A return to 7f may help her, and could benefit from being produced late nearer the middle, which her mid field draw ought to allow.
Ran a carbon copy of last race - rider didn't listen, ended up far side went for the front far too early and faded into 4th. Apprentice race - shouldn't have played.",6.5,7.5
"361",362,2022-12-09,"Dundalk","Samrogue",100,0,"unpl","6/1","10/1",86,185,-100,16997.6,36200,23.7569060773481,51.1049723756906,46.9546961325967,"I don't think this filly would be 6/1 if she was coming here on a hat trick after two decisive wins yet that’s exactly what she is doing in effect after her saddle went last time and she stood no possible chance. Competive but looks over priced.
A pathetic effort for a horse with this profile just never going and looked ponderous and slow. I'm in a desperate rut which is not unfaniliar at this time of year with this sort of racing.",7,11
"362",363,2022-12-13,"Southwell","Golden Dove",100,0,"unpl","9/2","4/1",86,185,-100,16897.6,36300,23.6914600550964,50.9641873278237,46.5498622589532,"Looked way overpriced earlier but missed that. Still looks value after a 4th in a good race for the grade on only second AW start, travelling well when not getting the clearest run. Going up a furlong wont hurt and his mark has come down of late.
Result doesn't tell the story as he tried to make all and looked like he'd do it for most of the home straight, continually finding but caught by two of them right on the line. A bold show but ultimately he  set it up for others.",5.5,5
"363",364,2022-12-13,"Wolves","Sicario",100,3,"3rd","100/30","100/30",86,186,-100,16797.6,36400,23.6263736263736,51.0989010989011,46.1472527472527,"A desperate race and I'd have this at around 6/4 at the most. He's run one below par race for this yard since a move from Ireland and would have won by now but for jockey error. Favourite on last three and he can finally get off the mark in this company.
Trapped away on the inside but travelling ok till it wasn't. Failed to pick up and the front two had gone. Easy to back all day, I'm just not seeing things straight at the moment. I absolutley loathe this track.",4.3,4.3
"364",365,2022-12-21,"Fairyhouse","Potters Party",100,0,"unpl","11/4","9/4",86,186,-100,16697.6,36500,23.5616438356164,50.958904109589,45.7468493150685,"Four count, fav's bumper form needs some improvement, Elliot runner was 33/1 lto and other looks most exposed. So this gelding is the choice after well backed for debut  third to one who won again. Plenty of promise and 3f further should suit.
One of those ludicrous Irish front runners races. The winner sent 100 yards clear and never ever coming back to them. Mine chased in second but faded late and finished 4th. Nightmare stuff.",3.8,3.2
"365",366,2022-12-26,"Fontwell","Norton Hill",100,0,"fell","4/1","5/2",86,186,-100,16597.6,36600,23.4972677595628,50.8196721311475,45.3486338797814,"Two days to the race and this price looks too big for a horse who seemes sure to come ito its own over this trip - also has a bumper number that makes his mark look attractive the stars are properly aligned.
A result to show that strong confidence can never count. Never went a single yard. Pushed and shoved and reminders after the first flight. Eventually he came down. A sour and thoroughly unlikeable showing.",5,3.5
"366",367,2022-12-27,"Limerick","Shecouldbeanything",100,1,"Won*","4.3ex","6/4",87,187,314,16911.6,36700,23.7057220708447,50.9536784741144,46.0806539509537,"This looks tight but only two attracting support and the dbh fav might need to impove a lttle to beat this Elliot mare. She looked a good prospect when winning a mares bumper here on debut and looks the percentage call at the price.
Clearly well expected, backed off the boards late. She took quite a hold but rider had her under control and she travelled powerfully. A couple of novicey jumps didn't stop her taking over turning in, she won with plenty in hand.",4.3,2.5
"367",368,2022-12-28,"Leopardstown","Deep Cave",100,1,"Won*","4.9","11/4",88,188,371,17282.6,36800,23.9130434782609,51.0869565217391,46.9635869565217,"Mullins had 6 winners here yesterday so the favs odds on price probably reflects that to some extent. This one simply has a better number from their respective debuts and win or lose is the value in the race.
Travelled well behind the pace, & stayed on strongly to get to the favourite from 2l down over the last. A Mullins debutant heavily backed into 2nd fav fell early so might have copped some luck here, but he did have the best form.",4.9,3.8
"368",369,2022-12-28,"Leopardstown","Gentlemansgame",100,1,"Won*","3/1","2/1",89,189,300,17582.6,36900,24.1192411924119,51.219512195122,47.6493224932249,"The same thing applies as in the 12.30. The Mullins runner ishort enough for this maiden chase as this horse has comfortably the best hurdles rating and has always looked a chaser. Lesser yard and absence to overcome but has the right profile otherwise.
Best horse in the race with the Mullins favourite jumping poorly as he'd done on his chase debut. Nothing else showed its form so it was all quite straightforward.",4,3
"369",370,2022-12-28,"Newcastle","Bin Hayyan",100,3,"3rd","100/30","11/4",89,190,-100,17482.6,37000,24.0540540540541,51.3513513513513,47.2502702702703,"Went like a very well handicapped horse when third over CD six weeks ago, despite being easy to back. Off a career low 69 he was all over the rest when having nowhere to go then finished well. He's off the same mark here.
Ran a strange race. Similar to lto expt that once he got  room he didn't pick up at all before suddenly running on strongly when the race was effectively over. In truth not great from Jason Watson but needed a stronger pace.",4.3,3.8
"370",371,2022-12-29,"Limerick","Purse Price",100,3,"3rd","5.2ex","7/2",89,191,-100,17382.6,37100,23.989218328841,51.4824797843666,46.8533692722372,"One in here with marginaly better numbers but connections are awful and I suspect theres more to come from this Elliot mare who doesn't have much to find to overtake her market rival, advancing her returns gradually and this extra trip shhould suit.
Beat the favourite but not quick enough. Two that were hard to fancy improving past her. Not much to say other than that, just disappointing and she looks to have plateaued now. Easy to back as well.",5.2,4.5
"371",372,2022-12-29,"Limerick","Sunnymay",100,0,"unpl","9/4","1/1",89,191,-100,17282.6,37200,23.9247311827957,51.3440860215054,46.4586021505376,"This is a truly awful maiden for the time of year and this horse is nothing special. But a fifth at Punchestown lto, doing best work at the finish is head and shoulders better than anything else and should be good enough. Short but overpriced.
Nowhere near its level in an appalling race. Winner impossible to have found but it was hammered from 50s to 7/1. Clearly plenty agreed with me that the 9/4 looked ridiculous, but not so after the result! Write off.",3.2,2
"372",373,2022-12-30,"Haydock","Harjo",100,0,"unpl","11/2","7/2",89,191,-100,17182.6,37300,23.8605898123324,51.2064343163539,46.0659517426273,"Wasting no time being pitched into a handicap with top weight after two placed efforts gets the test of stamina at three miles he appears to be in need of. Lacks experience but is patently unexposed as a stayer in the making.
Absolutely hasn't stayed - the race summaries all wrong. The doubts crept in when he was left behind last time but I trusted the commentaries saying he needed further. Clearly not the case. Every chance but faded quickly.",6.5,4.5
"373",374,2022-12-30,"Wolves","Base Note",100,2,"2nd","7/2","7/4",89,192,-100,17082.6,37400,23.7967914438503,51.3368983957219,45.6754010695187,"Off the same mark as when winning here a shade snugly ealier this year in a higher grade, ignoring his last run when badly drawn and behind on a day when there was bad kickback. Trip a slight worry but should be finishing off a strong pace.
Harry Burns got it beat. Sat at the back an came round the outside in a small field while the winner stayed far side. Less concerned about the wide run than the position. Brain dead! Nothing I can do to get a win here.",4.5,2.8
"374",375,2022-12-31,"Lingfield","Tadreeb",100,0,"unpl","16ex","12/1",89,192,-100,16982.6,37500,23.7333333333333,51.2,45.2869333333333,"Ran his race and was finishing best of those racing nearer far rail but a couple or three too good on the outer including one I backed last time. Had so many just miss the frame on the AW lately. Trip probably just too short.",17,13
